"jahr","Dauersiedelungsraum","Versiegelt","Fläche","gemeinde","gkz","Versiegelt_percapita"
"2010",6250707,901657.05,65671513,"Silz","70219",348
"2011",6268678,899653.3,65671518,"Silz","70219",349
"2012",5951070,964114.05,65671496,"Silz","70219",379
"2013",5948348,969172.4,65671496,"Silz","70219",379
"2014",5919774,945442.35,65671490,"Silz","70219",366
"2015",5925179,945550.25,65671481,"Silz","70219",374
"2016",5926423,946087.5,65671480,"Silz","70219",376
"2002",9221954,1244716.7,466883787,"Sölden","70220",368
"2003",9260884,1270912.4,466885141,"Sölden","70220",370
"2004",9261559,1271576.2,466884810,"Sölden","70220",346
"2005",9263903,1280222.3,466884677,"Sölden","70220",369
"2006",9283190,1355898.9,466884588,"Sölden","70220",398
"2007",9407477,1463224.65,466884762,"Sölden","70220",437
"2008",9507186,1507968.5,466885330,"Sölden","70220",402
"2009",9522843,1531018.3,466885741,"Sölden","70220",394
"2010",9525817,1538391.2,466885536,"Sölden","70220",391
"2011",9530541,1538208.45,466885423,"Sölden","70220",375
"2012",9546173,1415714.3,466884349,"Sölden","70220",334
"2013",9547075,1418597.65,466887574,"Sölden","70220",400
"2014",9550429,1420304.95,466887631,"Sölden","70220",430
"2015",9551726,1421604.3,466887387,"Sölden","70220",434
"2016",8616503,1430823.45,466887283,"Sölden","70220",447
"2002",5052617,552347.9,33563575,"Stams","70221",442
"2003",5059345,553021.2,33563572,"Stams","70221",436
"2004",5064017,558273.85,33562580,"Stams","70221",438
"2005",5064025,567257.3,33562588,"Stams","70221",445
"2006",5063698,582228.15,33562588,"Stams","70221",449
"2007",5063795,582278.35,33562582,"Stams","70221",450
"2008",5064348,581851.55,33562568,"Stams","70221",448
"2009",5064511,583873.6,33562564,"Stams","70221",446
"2010",5064498,581655.5,33562551,"Stams","70221",443
"2011",5064504,583188.55,33562557,"Stams","70221",437
"2012",5064704,619735.3,33562552,"Stams","70221",464
"2013",5066429,620587.3,33563388,"Stams","70221",461
"2014",5070882,624070.4,33563754,"Stams","70221",469
"2015",5041912,638762.6,33563747,"Stams","70221",462
"2016",5048229,639475.8,33563749,"Stams","70221",456
"2002",7141404,413988.4,74635809,"Tarrenz","70222",164
"2003",7143907,422998.5,74636559,"Tarrenz","70222",167
"2004",7144270,424036.5,74636420,"Tarrenz","70222",165
"2005",7143959,433129.4,74637318,"Tarrenz","70222",168
"2006",7141956,433715.65,74636959,"Tarrenz","70222",169
"2007",7143106,434252.55,74637067,"Tarrenz","70222",169
"2008",7143776,451767.2,74636241,"Tarrenz","70222",174
"2009",7145800,510127.95,74635843,"Tarrenz","70222",197
"2010",7146864,511656.9,74635804,"Tarrenz","70222",195
"2011",7152290,515356.25,74635538,"Tarrenz","70222",195
"2012",7142420,531757.25,74635264,"Tarrenz","70222",201
"2013",7183372,542243.85,74635085,"Tarrenz","70222",202
"2014",7190862,545639.9,74634942,"Tarrenz","70222",203
"2015",7192849,546572.45,74635096,"Tarrenz","70222",202
"2016",7192921,549310.9,74635101,"Tarrenz","70222",202
"2002",7057747,665279.25,137418913,"Umhausen","70223",234
"2003",7070728,669813.05,137810302,"Umhausen","70223",234
"2004",7070565,671025.4,137418946,"Umhausen","70223",231
"2005",7064149,759682.05,137418727,"Umhausen","70223",262
"2006",7067058,795399.1,137419014,"Umhausen","70223",273
"2007",7251346,883849,137419404,"Umhausen","70223",297
"2008",7255518,885764.8,137419239,"Umhausen","70223",293
"2009",7257813,897401.1,137419160,"Umhausen","70223",294
"2010",7259255,897164.25,137417705,"Umhausen","70223",291
"2011",7234852,920628.75,137422520,"Umhausen","70223",299
"2012",7212289,963798.65,137422338,"Umhausen","70223",311
"2013",7212646,962685.6,137422342,"Umhausen","70223",310
"2014",7261716,978521.2,137421832,"Umhausen","70223",316
"2015",7262593,978933.35,137422186,"Umhausen","70223",314
"2016",7263028,979557.85,137422606,"Umhausen","70223",309
"2002",7972287,435141.95,29648317,"Wenns","70224",217
"2003",7974072,438495.6,29648312,"Wenns","70224",220
"2004",7974226,438733.65,29648466,"Wenns","70224",220
"2005",8049590,448720.9,29648532,"Wenns","70224",222
"2006",8050251,451072.35,29649039,"Wenns","70224",220
"2007",8051255,451532.7,29648999,"Wenns","70224",224
"2008",8063516,455772.65,29648832,"Wenns","70224",227
"2009",8066304,457698.35,29649434,"Wenns","70224",229
"2010",8067984,459889.65,29649315,"Wenns","70224",229
"2011",8068123,460085.95,29649455,"Wenns","70224",235
"2012",8082223,458528,29646475,"Wenns","70224",235
"2013",8088315,462123.45,29646407,"Wenns","70224",236
"2014",8117869,462384.5,29646283,"Wenns","70224",239
"2015",8121836,462593.55,29646599,"Wenns","70224",235
"2016",8122111,463481.8,29646666,"Wenns","70224",234
"2002",5248425,615606.4,51923206,"Absam","70301",97
"2003",5249919,621799.1,51925319,"Absam","70301",97
"2004",5257095,638511.05,51925013,"Absam","70301",99
"2005",5167441,649297.15,51925354,"Absam","70301",99
"2006",5201030,649977.85,51925208,"Absam","70301",100
"2007",5201369,663247.6,51925581,"Absam","70301",101
"2008",5220700,704816.7,51925868,"Absam","70301",105
"2009",5025039,719635.45,51925480,"Absam","70301",108
"2010",5030833,725675.85,51925380,"Absam","70301",109
"2011",5040816,731555.5,51925181,"Absam","70301",109
"2012",5171657,767314.25,51925700,"Absam","70301",114
"2013",5176548,770671.45,51925904,"Absam","70301",114
"2014",5176633,771205.4,51926381,"Absam","70301",114
"2015",5179046,774735.85,51926508,"Absam","70301",114
"2016",5189534,783754.05,51926596,"Absam","70301",113
"2002",3235313,221725.2,8892885,"Aldrans","70302",114
"2003",3241064,222186.95,8893300,"Aldrans","70302",114
"2004",3241198,223824.45,8893298,"Aldrans","70302",113
"2005",3240476,222548.85,8892873,"Aldrans","70302",111
"2006",3243519,221348.25,8891568,"Aldrans","70302",112
"2007",3243177,221325.85,8891431,"Aldrans","70302",110
"2008",3231454,245775.7,8891929,"Aldrans","70302",119
"2009",3236233,248843.85,8889521,"Aldrans","70302",121
"2010",3246975,251860.55,8889411,"Aldrans","70302",118
"2011",3253842,252349.25,8889334,"Aldrans","70302",116
"2012",3258775,268431.85,8889105,"Aldrans","70302",121
"2013",3258759,267839.75,8889264,"Aldrans","70302",116
"2014",3267750,269152.25,8889214,"Aldrans","70302",111
"2015",3270703,270206.45,8889301,"Aldrans","70302",108
"2016",3274976,271877.3,8889311,"Aldrans","70302",106
"2002",3619456,432044.1,7899632,"Ampass","70303",329
"2003",3618273,435932.35,7899870,"Ampass","70303",327
"2004",3616984,436420.7,7898921,"Ampass","70303",324
"2005",3616160,436247.7,7898837,"Ampass","70303",310
"2006",3562724,444249.15,7898941,"Ampass","70303",310
"2007",3562635,444998.6,7898941,"Ampass","70303",293
"2008",3569629,442934.1,7899106,"Ampass","70303",283
"2009",3570819,444277.1,7899318,"Ampass","70303",282
"2010",3566836,441992.7,7898143,"Ampass","70303",273
"2011",3567048,442496.2,7898143,"Ampass","70303",270
"2012",3567398,477870.5,7897879,"Ampass","70303",287
"2013",3547254,471330.1,7897913,"Ampass","70303",279
"2014",3550323,466834,7897937,"Ampass","70303",265
"2015",3551170,468449.2,7898545,"Ampass","70303",261
"2016",3560124,472257.8,7899115,"Ampass","70303",261
"2002",5215290,514487.15,22160959,"Axams","70304",97
"2003",5215740,514497.5,22161358,"Axams","70304",96
"2004",5216541,514961.6,22161622,"Axams","70304",96
"2005",5223499,521026,22162085,"Axams","70304",98
"2006",5181865,524343,22161918,"Axams","70304",99
"2007",5182122,527280.9,22162332,"Axams","70304",98
"2008",5147773,580029.3,22160247,"Axams","70304",108
"2009",5148349,581132,22159908,"Axams","70304",106
"2010",5148567,580162.05,22159882,"Axams","70304",106
"2011",5152319,581434.5,22159775,"Axams","70304",106
"2012",5154881,621840.3,22160419,"Axams","70304",111
"2013",5155121,621640.4,22160659,"Axams","70304",111
"2014",5149032,605069.25,22160892,"Axams","70304",107
"2015",5238704,648540.35,22161167,"Axams","70304",113
"2016",5179131,648265.25,22161447,"Axams","70304",111
"2002",1868350,139490.55,4032973,"Baumkirchen","70305",128
"2003",1868515,141730.65,4033417,"Baumkirchen","70305",128
"2004",1868409,141581.15,4033271,"Baumkirchen","70305",130
"2005",1865517,143466.25,4033153,"Baumkirchen","70305",133
"2006",1865672,144228.05,4033216,"Baumkirchen","70305",132
"2007",1865677,144812,4033215,"Baumkirchen","70305",130
"2008",1857418,163417.7,4033202,"Baumkirchen","70305",144
"2009",1865346,167447,4033614,"Baumkirchen","70305",144
"2010",1865346,165552.3,4033614,"Baumkirchen","70305",143
"2011",1865481,165709.3,4033634,"Baumkirchen","70305",145
"2012",1864882,181432.8,4033746,"Baumkirchen","70305",158
"2013",1864676,181319.2,4033090,"Baumkirchen","70305",156
"2014",1865427,189678.3,4033516,"Baumkirchen","70305",160
"2015",1872856,196217.3,4033579,"Baumkirchen","70305",161
"2016",1870320,222740.25,4033392,"Baumkirchen","70305",178
"2002",1703714,118858.6,4780343,"Birgitz","70306",101
"2003",1703802,118990.3,4780431,"Birgitz","70306",99
"2004",1703802,120284.8,4780431,"Birgitz","70306",102
"2005",1703491,120286.4,4780102,"Birgitz","70306",103
"2006",1668307,120615,4780515,"Birgitz","70306",101
"2007",1668962,120363.05,4780515,"Birgitz","70306",96
"2008",1676524,133273.25,4781066,"Birgitz","70306",104
"2009",1676125,133841.15,4780667,"Birgitz","70306",106
"2010",1676208,134221.4,4780769,"Birgitz","70306",106
"2011",1675539,136071.3,4780836,"Birgitz","70306",105
"2012",1683415,144416.35,4780620,"Birgitz","70306",109
"2013",1683571,144525.55,4780776,"Birgitz","70306",111
"2014",1684203,142468.1,4780787,"Birgitz","70306",107
"2015",1684203,142475.1,4780787,"Birgitz","70306",106
"2016",1684733,142090,4780906,"Birgitz","70306",103
"2002",4542671,180941.85,34467088,"Ellbögen","70307",168
"2003",4544494,180961.1,34468907,"Ellbögen","70307",168
"2004",4543472,181127.65,34467757,"Ellbögen","70307",167
"2005",4548687,189556.2,34467752,"Ellbögen","70307",176
"2006",4422250,214964.65,34467335,"Ellbögen","70307",199
"2007",4417907,215318.9,34467253,"Ellbögen","70307",200
"2008",4425779,216973.4,34467207,"Ellbögen","70307",199
"2009",4426167,217193,34467211,"Ellbögen","70307",200
"2010",4430371,222082.55,34467254,"Ellbögen","70307",205
"2011",4430178,221986.85,34467061,"Ellbögen","70307",206
"2012",4445478,230968.85,34466795,"Ellbögen","70307",216
"2013",4445444,230593.1,34466761,"Ellbögen","70307",213
"2014",4445596,230590.85,34466985,"Ellbögen","70307",210
"2015",4452326,235829.25,34466985,"Ellbögen","70307",216
"2016",4460120,237415,34467037,"Ellbögen","70307",215
"2002",3129877,237752.35,19641017,"Flaurling","70308",213
"2003",3129877,237702.6,19641017,"Flaurling","70308",207
"2004",3129877,237757.3,19641017,"Flaurling","70308",209
"2005",3129877,237723.05,19641017,"Flaurling","70308",211
"2006",3129877,239588.85,19641017,"Flaurling","70308",209
"2007",3129877,239654.15,19641017,"Flaurling","70308",211
"2008",3123083,244269.8,19641016,"Flaurling","70308",214
"2009",2843492,259349.15,19641016,"Flaurling","70308",217
"2010",2843492,261749.3,19641016,"Flaurling","70308",219
"2011",2843492,261388.85,19641016,"Flaurling","70308",214
"2012",2843626,281609.15,19641016,"Flaurling","70308",233
"2013",2843626,281519.15,19641016,"Flaurling","70308",231
"2014",2843627,283260.8,19641017,"Flaurling","70308",230
"2015",2843627,283618.55,19641017,"Flaurling","70308",221
"2016",2843627,283750.1,19641017,"Flaurling","70308",220
"2002",2923293,318868.65,6139484,"Fritzens","70309",159
"2003",2923341,320934.8,6138413,"Fritzens","70309",160
"2004",2922883,318145.5,6138149,"Fritzens","70309",157
"2005",2926716,323398.35,6138234,"Fritzens","70309",162
"2006",2919487,339424.75,6137085,"Fritzens","70309",170
"2007",2922244,340473.25,6137153,"Fritzens","70309",168
"2008",2932096,374673.95,6137050,"Fritzens","70309",187
"2009",2932723,377906.7,6137050,"Fritzens","70309",188
"2010",2934299,377844.8,6137069,"Fritzens","70309",187
"2011",2935788,379137.2,6137194,"Fritzens","70309",184
"2012",2935952,417439.15,6137036,"Fritzens","70309",205
"2013",2940025,418374.65,6136954,"Fritzens","70309",207
"2014",2945832,417694.95,6138070,"Fritzens","70309",203
"2015",3022329,429256.6,6137987,"Fritzens","70309",205
"2016",3032633,432050.05,6137099,"Fritzens","70309",208
"2002",4308681,467484.35,16776814,"Fulpmes","70310",119
"2003",4311590,476257.45,16776798,"Fulpmes","70310",121
"2004",3805516,481216.9,16776723,"Fulpmes","70310",120
"2005",3805928,483531.85,16776956,"Fulpmes","70310",121
"2006",3828560,482868.5,16777086,"Fulpmes","70310",120
"2007",3850400,500833.7,16776642,"Fulpmes","70310",123
"2008",3854495,505822.95,16776795,"Fulpmes","70310",124
"2009",3651462,526774.25,16776254,"Fulpmes","70310",129
"2010",3651631,534574.65,16776423,"Fulpmes","70310",132
"2011",3662304,538533.4,16778536,"Fulpmes","70310",130
"2012",3664284,563753.85,16778433,"Fulpmes","70310",134
"2013",3664541,564160.5,16778355,"Fulpmes","70310",133
"2014",3668171,565293.5,16778370,"Fulpmes","70310",133
"2015",3656341,632973.35,16778041,"Fulpmes","70310",149
"2016",3656061,634116.25,16778001,"Fulpmes","70310",148
"2002",2778126,122799.25,11493064,"Gnadenwald","70311",194
"2003",2801472,131555.2,11493174,"Gnadenwald","70311",200
"2004",2803131,133452.35,11493174,"Gnadenwald","70311",203
"2005",2733938,135164.85,11494038,"Gnadenwald","70311",207
"2006",2735370,137576.25,11492727,"Gnadenwald","70311",206
"2007",2757704,141079.7,11492730,"Gnadenwald","70311",207
"2008",2720810,142977.55,11491884,"Gnadenwald","70311",199
"2009",2724096,156703.8,11491926,"Gnadenwald","70311",213
"2010",2724746,159035.5,11494366,"Gnadenwald","70311",221
"2011",2738217,159424.7,11494366,"Gnadenwald","70311",224
"2012",2742712,173767.9,11494512,"Gnadenwald","70311",239
"2013",2742970,174056.75,11494668,"Gnadenwald","70311",235
"2014",2755165,178025,11495592,"Gnadenwald","70311",235
"2015",2757402,181621.75,11495596,"Gnadenwald","70311",235
"2016",2766562,186881.05,11495596,"Gnadenwald","70311",237
"2002",3068773,224425.55,9717369,"Götzens","70312",63
"2003",3069082,225190.95,9717471,"Götzens","70312",62
"2004",3070534,228229,9717116,"Götzens","70312",62
"2005",3099974,258684.75,9718365,"Götzens","70312",69
"2006",3101506,262414.65,9718367,"Götzens","70312",70
"2007",3102634,265490.55,9718102,"Götzens","70312",71
"2008",3096442,306855.15,9718429,"Götzens","70312",82
"2009",3096394,307583.8,9718433,"Götzens","70312",82
"2010",3096256,308140.95,9718008,"Götzens","70312",81
"2011",3097144,308198.4,9718122,"Götzens","70312",79
"2012",3098054,313275.9,9718088,"Götzens","70312",80
"2013",3103713,317491,9718477,"Götzens","70312",80
"2014",3144336,344185.5,9717987,"Götzens","70312",86
"2015",3145976,344942.55,9718611,"Götzens","70312",86
"2016",3179600,346553.25,9718626,"Götzens","70312",88
"2002",9551980,1058963.55,55587778,"Gries am Brenner","70313",851
"2003",9563410,1059292.35,55587388,"Gries am Brenner","70313",858
"2004",9569170,1059291.4,55587422,"Gries am Brenner","70313",870
"2005",9578256,1058791.05,55587582,"Gries am Brenner","70313",877
"2006",9156007,1076922.4,55587634,"Gries am Brenner","70313",886
"2007",9155717,1075305.2,55587634,"Gries am Brenner","70313",882
"2008",9155857,1073426.25,55587585,"Gries am Brenner","70313",872
"2009",9194169,1069214.35,55581157,"Gries am Brenner","70313",849
"2010",9207686,1076997.25,55581318,"Gries am Brenner","70313",845
"2011",9200545,1077889.25,55581316,"Gries am Brenner","70313",858
"2012",9200145,1185454.65,55581210,"Gries am Brenner","70313",923
"2013",9199787,1184691.6,55581858,"Gries am Brenner","70313",925
"2014",9291225,1197682.25,55581906,"Gries am Brenner","70313",935
"2015",9278317,1193961,55581906,"Gries am Brenner","70313",893
"2016",8157551,758490.95,55581903,"Gries am Brenner","70313",571
"2002",2368164,149573.9,22619506,"Gries im Sellrain","70314",257
"2003",2371434,151100.75,22619509,"Gries im Sellrain","70314",263
"2004",2371767,150899.35,22619495,"Gries im Sellrain","70314",260
"2005",2371873,151437.9,22619385,"Gries im Sellrain","70314",264
"2006",2213297,155274.65,22619385,"Gries im Sellrain","70314",267
"2007",2214241,155241.4,22619385,"Gries im Sellrain","70314",267
"2008",2214241,156230.4,22619385,"Gries im Sellrain","70314",269
"2009",2148112,154091.7,22619757,"Gries im Sellrain","70314",265
"2010",2151547,156521.45,22620109,"Gries im Sellrain","70314",270
"2011",2151676,157191.3,22620012,"Gries im Sellrain","70314",271
"2012",2152102,166157.25,22620118,"Gries im Sellrain","70314",287
"2013",2181411,168771.6,22620143,"Gries im Sellrain","70314",283
"2014",2198127,169055,22620153,"Gries im Sellrain","70314",290
"2015",2204228,170047.8,22620153,"Gries im Sellrain","70314",283
"2016",2202160,169212.8,22620153,"Gries im Sellrain","70314",282
"2002",2513099,126820.9,28709525,"Grinzens","70315",97
"2003",2520983,145200.65,28709841,"Grinzens","70315",112
"2004",2534725,153203.7,28709649,"Grinzens","70315",116
"2005",2541822,156785.1,28709670,"Grinzens","70315",120
"2006",2629026,160630.3,28709568,"Grinzens","70315",125
"2007",2629296,160792.65,28713302,"Grinzens","70315",123
"2008",2604290,170220.35,28713266,"Grinzens","70315",129
"2009",2605581,169867.4,28713266,"Grinzens","70315",127
"2010",2605582,169787.1,28713267,"Grinzens","70315",130
"2011",2605571,169801.1,28713256,"Grinzens","70315",130
"2012",2604700,178176.6,28712556,"Grinzens","70315",133
"2013",2604611,178683.2,28712467,"Grinzens","70315",133
"2014",2610023,179275.75,28712598,"Grinzens","70315",130
"2015",2531289,196856.25,28712337,"Grinzens","70315",139
"2016",2435658,211557,28712244,"Grinzens","70315",149
"2002",2200991,90584.8,59121902,"Gschnitz","70317",201
"2003",2209038,99955.4,59121900,"Gschnitz","70317",222
"2004",2179663,100357.35,59121900,"Gschnitz","70317",224
"2005",2179662,100334.85,59121900,"Gschnitz","70317",230
"2006",2178532,98427.6,59121909,"Gschnitz","70317",227
"2007",2145042,85763.05,59121909,"Gschnitz","70317",201
"2008",2131581,100818.3,59121909,"Gschnitz","70317",239
"2009",2131412,100877.3,59121909,"Gschnitz","70317",239
"2010",2132005,103199.55,59121909,"Gschnitz","70317",244
"2011",2132005,103195.05,59121909,"Gschnitz","70317",250
"2012",2132079,109417.75,59121695,"Gschnitz","70317",257
